date,product_id,category,price,promo,sales
2024-06-30,P009,household,635.65,0,17
2024-06-30,P010,household,497.05,0,50
2024-06-30,P011,cosmetics,1467.73,0,22
2024-06-30,P012,household,542.24,0,17
2024-07-01,P001,food,1310.42,0,31
2024-07-01,P002,cosmetics,508.7,0,14
2024-07-01,P003,food,777.05,0,49
2024-07-01,P004,cosmetics,984.33,0,16
2024-07-01,P005,food,979.98,1,42
2024-07-01,P006,food,1324.44,0,10
2024-07-01,P007,household,1053.66,0,17
2024-07-01,P008,household,1178.37,0,33
2024-07-01,P009,household,632.74,0,9
2024-07-01,P010,household,490.06,0,43
2024-07-01,P011,cosmetics,1475.99,0,28
2024-07-01,P012,household,540.56,0,14
2024-07-02,P001,food,1275.34,0,24
2024-07-02,P002,cosmetics,512.34,0,13
2024-07-02,P003,food,774.53,0,49
2024-07-02,P004,cosmetics,967.14,0,24
2024-07-02,P005,food,980.66,1,43
2024-07-02,P006,food,1313.63,0,16
2024-07-02,P007,household,1050.96,0,28
2024-07-02,P008,household,1182.68,0,30
2024-07-02,P009,household,552.05,1,21
2024-07-02,P010,household,497.18,0,27
2024-07-02,P011,cosmetics,1445.31,0,19
2024-07-02,P012,household,545.27,0,21
2024-07-03,P001,food,1301.4,0,14
2024-07-03,P002,cosmetics,526.17,0,12
2024-07-03,P003,food,779.52,0,56
2024-07-03,P004,cosmetics,978.16,0,11
2024-07-03,P005,food,976.97,1,58
2024-07-03,P006,food,1307.56,0,18
2024-07-03,P007,household,1034.39,0,51
2024-07-03,P008,household,1171.44,0,38
2024-07-03,P009,household,558.59,1,19
2024-07-03,P010,household,505.29,0,43
2024-07-03,P011,cosmetics,1493.95,0,32
2024-07-03,P012,household,526.31,0,25
2024-07-04,P001,food,1291.06,0,26
2024-07-04,P002,cosmetics,520.7,0,10
2024-07-04,P003,food,774.25,0,44
2024-07-04,P004,cosmetics,970.54,0,17
2024-07-04,P005,food,1007.19,1,44
2024-07-04,P006,food,1316.4,0,19
2024-07-04,P007,household,1023.29,0,34
2024-07-04,P008,household,1171.68,0,32
2024-07-04,P009,household,551.6,1,24
2024-07-04,P010,household,501.7,0,44
2024-07-04,P011,cosmetics,1483.38,0,26
2024-07-04,P012,household,532.73,0,28
2024-07-05,P001,food,1286.17,0,27
2024-07-05,P002,cosmetics,509.17,0,15
2024-07-05,P003,food,783.41,0,45
2024-07-05,P004,cosmetics,987.92,0,18
2024-07-05,P005,food,1085.84,0,47
2024-07-05,P006,food,1293.55,0,17
2024-07-05,P007,household,1036.41,0,36
2024-07-05,P008,household,1176.28,0,34
2024-07-05,P009,household,628.29,0,11
2024-07-05,P010,household,490.75,0,39
2024-07-05,P011,cosmetics,1459.5,0,34
2024-07-05,P012,household,544.8,0,22
2024-07-06,P001,food,1290.6,0,21
2024-07-06,P002,cosmetics,516.87,0,17
2024-07-06,P003,food,764.35,0,57
2024-07-06,P004,cosmetics,990.47,0,17
2024-07-06,P005,food,1095.24,0,42
2024-07-06,P006,food,1313.87,0,19
2024-07-06,P007,household,1036.99,0,31
2024-07-06,P008,household,1160.58,0,42
2024-07-06,P009,household,562.75,1,17
2024-07-06,P010,household,495.84,0,36
2024-07-06,P011,cosmetics,1469.43,0,20
2024-07-06,P012,household,547.31,0,16
2024-07-07,P001,food,1297.69,0,28
2024-07-07,P002,cosmetics,509.28,0,20
2024-07-07,P003,food,772.46,0,42
2024-07-07,P004,cosmetics,988.04,0,14
2024-07-07,P005,food,1081.98,0,36
2024-07-07,P006,food,1315.88,0,17
2024-07-07,P007,household,1053.07,0,35
2024-07-07,P008,household,1160.1,0,28
2024-07-07,P009,household,564.68,1,17
2024-07-07,P010,household,498.21,0,40
2024-07-07,P011,cosmetics,1460.78,0,23
2024-07-07,P012,household,532.56,0,25
2024-07-08,P001,food,1313.96,0,21
2024-07-08,P002,cosmetics,504.42,0,11
2024-07-08,P003,food,792.55,0,47
2024-07-08,P004,cosmetics,977.75,0,14
2024-07-08,P005,food,1096.09,0,33
2024-07-08,P006,food,1305.17,0,12
2024-07-08,P007,household,1039.2,0,26
2024-07-08,P008,household,1166.07,0,32
2024-07-08,P009,household,561.78,1,19
2024-07-08,P010,household,487.2,0,40
2024-07-08,P011,cosmetics,1473.36,0,23
2024-07-08,P012,household,529.42,0,12
2024-07-09,P001,food,1284.77,0,14
2024-07-09,P002,cosmetics,518.78,0,10
2024-07-09,P003,food,771.81,0,37
2024-07-09,P004,cosmetics,987.94,0,11
2024-07-09,P005,food,1099.83,0,45
2024-07-09,P006,food,1329.22,0,11
2024-07-09,P007,household,1037.01,0,35
2024-07-09,P008,household,1152.64,0,35
2024-07-09,P009,household,566.17,1,26
2024-07-09,P010,household,487.37,0,28
2024-07-09,P011,cosmetics,1469.87,0,27
2024-07-09,P012,household,540.13,0,22
2024-07-10,P001,food,1302.44,0,20
2024-07-10,P002,cosmetics,519.5,0,12
2024-07-10,P003,food,774.82,0,43
2024-07-10,P004,cosmetics,980.88,0,22
2024-07-10,P005,food,1083.92,0,34
2024-07-10,P006,food,1316.46,0,15
2024-07-10,P007,household,1037.6,0,26
2024-07-10,P008,household,1172.27,0,31
2024-07-10,P009,household,560.59,1,24
2024-07-10,P010,household,496.54,0,28
2024-07-10,P011,cosmetics,1472.32,0,24
2024-07-10,P012,household,541.84,0,18
2024-07-11,P001,food,1295.73,0,33
2024-07-11,P002,cosmetics,518.92,0,10
2024-07-11,P003,food,769.81,0,39
2024-07-11,P004,cosmetics,974.29,0,13
2024-07-11,P005,food,1089.74,0,25
2024-07-11,P006,food,1310.96,0,17
2024-07-11,P007,household,1040.98,0,21
2024-07-11,P008,household,1179.77,0,26
2024-07-11,P009,household,557.83,1,24
2024-07-11,P010,household,496.61,0,24
2024-07-11,P011,cosmetics,1453.86,0,14
2024-07-11,P012,household,540.02,0,24
2024-07-12,P001,food,1297.77,0,17
2024-07-12,P002,cosmetics,511.13,0,13
2024-07-12,P003,food,779.28,0,49
2024-07-12,P004,cosmetics,992.82,0,20
2024-07-12,P005,food,1080.57,0,34
2024-07-12,P006,food,1315.06,0,24
2024-07-12,P007,household,1043.33,0,30
2024-07-12,P008,household,1159.23,0,31
2024-07-12,P009,household,564.02,1,17
2024-07-12,P010,household,486.66,0,28
2024-07-12,P011,cosmetics,1461.89,0,30
2024-07-12,P012,household,538.9,0,26
2024-07-13,P001,food,1315.09,0,30
2024-07-13,P002,cosmetics,512.69,0,10
2024-07-13,P003,food,770.95,0,47
2024-07-13,P004,cosmetics,820.1,1,27
2024-07-13,P005,food,1077.86,0,37
2024-07-13,P006,food,1324.03,0,25
2024-07-13,P007,household,1029.32,0,50
2024-07-13,P008,household,1172.6,0,25
2024-07-13,P009,household,564.2,1,15
2024-07-13,P010,household,497.7,0,43
2024-07-13,P011,cosmetics,1485.8,0,32
2024-07-13,P012,household,529.24,0,24
2024-07-14,P001,food,1309.04,0,35
2024-07-14,P002,cosmetics,517.4,0,15
2024-07-14,P003,food,775.23,0,36
2024-07-14,P004,cosmetics,821.17,1,31
2024-07-14,P005,food,1101.64,0,51
2024-07-14,P006,food,1320.32,0,23
2024-07-14,P007,household,1025.87,0,33
2024-07-14,P008,household,1160.18,0,34
2024-07-14,P009,household,625.91,0,9
2024-07-14,P010,household,501.17,0,39
2024-07-14,P011,cosmetics,1461.13,0,28
2024-07-14,P012,household,537.2,0,24
2024-07-15,P001,food,1319.45,0,29
2024-07-15,P002,cosmetics,515.56,0,11
2024-07-15,P003,food,783.26,0,54
2024-07-15,P004,cosmetics,808.5,1,24
2024-07-15,P005,food,1084.3,0,28
2024-07-15,P006,food,1310.1,0,13
2024-07-15,P007,household,1051.05,0,20
2024-07-15,P008,household,1155.66,0,26
2024-07-15,P009,household,631.6,0,14
2024-07-15,P010,household,385.98,1,63
2024-07-15,P011,cosmetics,1430.13,0,27
2024-07-15,P012,household,538.0,0,24
2024-07-16,P001,food,1300.03,0,22
2024-07-16,P002,cosmetics,511.53,0,11
2024-07-16,P003,food,771.24,0,45
2024-07-16,P004,cosmetics,823.04,1,21
2024-07-16,P005,food,1064.02,0,37
2024-07-16,P006,food,1321.01,0,13
2024-07-16,P007,household,1019.82,0,26
2024-07-16,P008,household,1191.52,0,26
2024-07-16,P009,household,627.36,0,10
2024-07-16,P010,household,387.05,1,65
2024-07-16,P011,cosmetics,1466.75,0,18
2024-07-16,P012,household,536.27,0,19
2024-07-17,P001,food,1292.98,0,35
2024-07-17,P002,cosmetics,505.23,0,13
2024-07-17,P003,food,782.79,0,54
2024-07-17,P004,cosmetics,980.65,0,19
2024-07-17,P005,food,998.07,1,48
2024-07-17,P006,food,1318.68,0,17
2024-07-17,P007,household,1053.82,0,29
2024-07-17,P008,household,1155.82,0,30
2024-07-17,P009,household,616.57,0,11
2024-07-17,P010,household,389.03,1,70
2024-07-17,P011,cosmetics,1504.39,0,25
2024-07-17,P012,household,528.88,0,36
2024-07-18,P001,food,1299.12,0,29
2024-07-18,P002,cosmetics,514.13,0,10
2024-07-18,P003,food,783.06,0,51
2024-07-18,P004,cosmetics,991.95,0,19
2024-07-18,P005,food,972.89,1,59
2024-07-18,P006,food,1304.32,0,17
2024-07-18,P007,household,1017.02,0,32
2024-07-18,P008,household,1152.59,0,24
2024-07-18,P009,household,631.98,0,11
2024-07-18,P010,household,388.52,1,63
2024-07-18,P011,cosmetics,1481.44,0,30
2024-07-18,P012,household,542.38,0,28
2024-07-19,P001,food,1305.19,0,22
2024-07-19,P002,cosmetics,519.09,0,12
2024-07-19,P003,food,784.86,0,55
2024-07-19,P004,cosmetics,980.48,0,14
2024-07-19,P005,food,978.34,1,50
2024-07-19,P006,food,1315.54,0,15
2024-07-19,P007,household,1030.77,0,31
2024-07-19,P008,household,1170.03,0,22
2024-07-19,P009,household,621.07,0,14
2024-07-19,P010,household,380.37,1,65
2024-07-19,P011,cosmetics,1460.39,0,24
2024-07-19,P012,household,543.89,0,28
2024-07-20,P001,food,1304.34,0,30
2024-07-20,P002,cosmetics,507.4,0,27
2024-07-20,P003,food,777.76,0,37
2024-07-20,P004,cosmetics,983.3,0,20
2024-07-20,P005,food,996.85,1,55
2024-07-20,P006,food,1326.99,0,19
2024-07-20,P007,household,1046.91,0,29
2024-07-20,P008,household,1170.66,0,26
2024-07-20,P009,household,631.28,0,11
2024-07-20,P010,household,383.32,1,51
2024-07-20,P011,cosmetics,1468.22,0,27
2024-07-20,P012,household,534.94,0,28
2024-07-21,P001,food,1287.92,0,26
2024-07-21,P002,cosmetics,516.83,0,16
2024-07-21,P003,food,801.84,0,44
2024-07-21,P004,cosmetics,961.65,0,32
2024-07-21,P005,food,979.36,1,46
2024-07-21,P006,food,1326.9,0,22
2024-07-21,P007,household,1036.84,0,26
2024-07-21,P008,household,1175.31,0,28
2024-07-21,P009,household,619.55,0,12
2024-07-21,P010,household,493.81,0,37
2024-07-21,P011,cosmetics,1478.95,0,30
2024-07-21,P012,household,538.22,0,26
2024-07-22,P001,food,1303.22,0,25
2024-07-22,P002,cosmetics,515.25,0,19
2024-07-22,P003,food,784.86,0,37
2024-07-22,P004,cosmetics,982.54,0,14
2024-07-22,P005,food,979.15,1,41
2024-07-22,P006,food,1316.32,0,13
2024-07-22,P007,household,1023.19,0,29
2024-07-22,P008,household,1190.89,0,27
2024-07-22,P009,household,624.68,0,8
2024-07-22,P010,household,491.51,0,28
2024-07-22,P011,cosmetics,1443.17,0,37
2024-07-22,P012,household,536.54,0,20
2024-07-23,P001,food,1305.01,0,22
2024-07-23,P002,cosmetics,517.4,0,10
2024-07-23,P003,food,779.19,0,51
2024-07-23,P004,cosmetics,986.41,0,13
2024-07-23,P005,food,968.71,1,63
2024-07-23,P006,food,1328.28,0,11
2024-07-23,P007,household,1041.26,0,21
2024-07-23,P008,household,1158.45,0,26
2024-07-23,P009,household,626.48,0,12
2024-07-23,P010,household,503.05,0,43
2024-07-23,P011,cosmetics,1456.39,0,16
2024-07-23,P012,household,536.6,0,29
2024-07-24,P001,food,1334.82,0,32
2024-07-24,P002,cosmetics,518.03,0,15
2024-07-24,P003,food,769.87,0,39
2024-07-24,P004,cosmetics,981.47,0,25
2024-07-24,P005,food,964.72,1,63
2024-07-24,P006,food,1306.42,0,16
2024-07-24,P007,household,1037.53,0,27
2024-07-24,P008,household,1160.77,0,31
2024-07-24,P009,household,636.77,0,10
2024-07-24,P010,household,498.92,0,41
2024-07-24,P011,cosmetics,1474.82,0,21
2024-07-24,P012,household,541.88,0,20
2024-07-25,P001,food,1326.47,0,21
2024-07-25,P002,cosmetics,509.98,0,15
2024-07-25,P003,food,775.92,0,53
2024-07-25,P004,cosmetics,1002.82,0,23
2024-07-25,P005,food,979.12,1,56
2024-07-25,P006,food,1306.83,0,21
2024-07-25,P007,household,1034.6,0,28
2024-07-25,P008,household,1186.31,0,26
2024-07-25,P009,household,625.86,0,7
2024-07-25,P010,household,490.27,0,39
2024-07-25,P011,cosmetics,1492.39,0,26
2024-07-25,P012,household,542.01,0,28
2024-07-26,P001,food,1290.93,0,25
2024-07-26,P002,cosmetics,505.24,0,13
2024-07-26,P003,food,787.75,0,39
2024-07-26,P004,cosmetics,974.06,0,10
2024-07-26,P005,food,1094.29,0,42
2024-07-26,P006,food,1316.03,0,19
2024-07-26,P007,household,1030.37,0,30
2024-07-26,P008,household,1178.49,0,25
2024-07-26,P009,household,622.45,0,12
2024-07-26,P010,household,494.71,0,34
2024-07-26,P011,cosmetics,1462.51,0,21
2024-07-26,P012,household,545.02,0,20
2024-07-27,P001,food,1298.3,0,31
2024-07-27,P002,cosmetics,510.81,0,13
2024-07-27,P003,food,789.95,0,43
2024-07-27,P004,cosmetics,979.96,0,23
2024-07-27,P005,food,1093.67,0,43
2024-07-27,P006,food,1339.11,0,19
2024-07-27,P007,household,1036.48,0,37
2024-07-27,P008,household,1176.87,0,35
2024-07-27,P009,household,631.5,0,14
2024-07-27,P010,household,501.38,0,35
2024-07-27,P011,cosmetics,1491.99,0,25
2024-07-27,P012,household,544.91,0,16
2024-07-28,P001,food,1282.98,0,26
2024-07-28,P002,cosmetics,518.11,0,21
2024-07-28,P003,food,788.15,0,36
2024-07-28,P004,cosmetics,976.59,0,23
2024-07-28,P005,food,1085.09,0,40
2024-07-28,P006,food,1321.5,0,23
2024-07-28,P007,household,1030.8,0,30
2024-07-28,P008,household,1160.64,0,31
2024-07-28,P009,household,627.85,0,8
2024-07-28,P010,household,492.57,0,37
2024-07-28,P011,cosmetics,1457.89,0,19
2024-07-28,P012,household,538.3,0,31
2024-07-29,P001,food,1294.35,0,22
2024-07-29,P002,cosmetics,510.76,0,14
2024-07-29,P003,food,782.77,0,40
2024-07-29,P004,cosmetics,979.96,0,11
2024-07-29,P005,food,1090.56,0,18
2024-07-29,P006,food,1315.72,0,14
2024-07-29,P007,household,1062.08,0,32
2024-07-29,P008,household,1180.67,0,26
2024-07-29,P009,household,634.19,0,6
2024-07-29,P010,household,500.0,0,40
2024-07-29,P011,cosmetics,1419.23,0,27
2024-07-29,P012,household,554.55,0,29
2024-07-30,P001,food,1306.15,0,18
2024-07-30,P002,cosmetics,509.98,0,19
2024-07-30,P003,food,766.92,0,53
2024-07-30,P004,cosmetics,995.68,0,15
2024-07-30,P005,food,1070.3,0,32
2024-07-30,P006,food,1339.72,0,12
2024-07-30,P007,household,1034.35,0,19
2024-07-30,P008,household,1176.9,0,28
2024-07-30,P009,household,622.85,0,11
2024-07-30,P010,household,502.63,0,45
2024-07-30,P011,cosmetics,1479.89,0,21
2024-07-30,P012,household,547.58,0,17
2024-07-31,P001,food,1317.74,0,22
2024-07-31,P002,cosmetics,504.19,0,18
2024-07-31,P003,food,780.45,0,61
2024-07-31,P004,cosmetics,1000.08,0,14
2024-07-31,P005,food,1095.35,0,35
2024-07-31,P006,food,1315.56,0,23
2024-07-31,P007,household,1032.96,0,26
2024-07-31,P008,household,1169.74,0,30
2024-07-31,P009,household,630.54,0,14
2024-07-31,P010,household,501.81,0,32
2024-07-31,P011,cosmetics,1476.9,0,27
2024-07-31,P012,household,535.67,0,18
2024-08-01,P001,food,1292.54,0,25
2024-08-01,P002,cosmetics,522.55,0,13
2024-08-01,P003,food,767.03,0,39
2024-08-01,P004,cosmetics,978.61,0,18
2024-08-01,P005,food,1092.1,0,36
2024-08-01,P006,food,1348.83,0,13
2024-08-01,P007,household,1031.22,0,29
2024-08-01,P008,household,1160.7,0,31
2024-08-01,P009,household,644.75,0,13
2024-08-01,P010,household,496.67,0,33
2024-08-01,P011,cosmetics,1479.78,0,23
2024-08-01,P012,household,539.9,0,26
2024-08-02,P001,food,1293.52,0,20
2024-08-02,P002,cosmetics,517.79,0,12
2024-08-02,P003,food,765.12,0,41
2024-08-02,P004,cosmetics,978.39,0,17
2024-08-02,P005,food,1111.86,0,38
2024-08-02,P006,food,1312.6,0,15
2024-08-02,P007,household,906.35,1,36
2024-08-02,P008,household,1168.77,0,38
2024-08-02,P009,household,627.71,0,11
2024-08-02,P010,household,501.98,0,34
2024-08-02,P011,cosmetics,1479.21,0,21
2024-08-02,P012,household,528.51,0,13
2024-08-03,P001,food,1274.08,0,39
2024-08-03,P002,cosmetics,517.5,0,15
2024-08-03,P003,food,778.53,0,47
2024-08-03,P004,cosmetics,974.11,0,18
2024-08-03,P005,food,1090.42,0,37
2024-08-03,P006,food,1306.0,0,13
2024-08-03,P007,household,875.93,1,56
2024-08-03,P008,household,1186.77,0,33
2024-08-03,P009,household,630.39,0,7
2024-08-03,P010,household,493.19,0,47
2024-08-03,P011,cosmetics,1471.78,0,21
2024-08-03,P012,household,539.37,0,26
2024-08-04,P001,food,1299.92,0,31
2024-08-04,P002,cosmetics,518.52,0,18
2024-08-04,P003,food,780.73,0,44
2024-08-04,P004,cosmetics,998.39,0,20
2024-08-04,P005,food,1080.06,0,32
2024-08-04,P006,food,1317.15,0,14
2024-08-04,P007,household,893.73,1,56
2024-08-04,P008,household,1154.75,0,30
2024-08-04,P009,household,618.76,0,7
2024-08-04,P010,household,508.1,0,28
2024-08-04,P011,cosmetics,1465.16,0,20
2024-08-04,P012,household,548.25,0,24
2024-08-05,P001,food,1288.2,0,34
2024-08-05,P002,cosmetics,426.67,1,23
2024-08-05,P003,food,619.09,1,85
2024-08-05,P004,cosmetics,996.56,0,11
2024-08-05,P005,food,1089.78,0,34
2024-08-05,P006,food,1316.06,0,18
2024-08-05,P007,household,888.4,1,42
2024-08-05,P008,household,1158.19,0,27
2024-08-05,P009,household,623.84,0,4
2024-08-05,P010,household,496.97,0,42
2024-08-05,P011,cosmetics,1465.72,0,25
2024-08-05,P012,household,554.22,0,25
2024-08-06,P001,food,1295.14,0,32
2024-08-06,P002,cosmetics,423.19,1,31
2024-08-06,P003,food,616.6,1,75
2024-08-06,P004,cosmetics,984.47,0,16
2024-08-06,P005,food,1086.76,0,30
2024-08-06,P006,food,1308.69,0,14
2024-08-06,P007,household,877.85,1,33
2024-08-06,P008,household,1160.19,0,27
2024-08-06,P009,household,632.1,0,13
2024-08-06,P010,household,501.46,0,36
2024-08-06,P011,cosmetics,1462.2,0,26
2024-08-06,P012,household,538.57,0,22
2024-08-07,P001,food,1290.62,0,26
2024-08-07,P002,cosmetics,423.53,1,33
2024-08-07,P003,food,616.81,1,66
2024-08-07,P004,cosmetics,971.75,0,15
2024-08-07,P005,food,1095.08,0,36
2024-08-07,P006,food,1353.68,0,16
2024-08-07,P007,household,883.24,1,42
2024-08-07,P008,household,1162.73,0,23
2024-08-07,P009,household,627.14,0,12
2024-08-07,P010,household,493.98,0,36
2024-08-07,P011,cosmetics,1463.08,0,20
2024-08-07,P012,household,541.03,0,28
2024-08-08,P001,food,1300.81,0,29
2024-08-08,P002,cosmetics,422.41,1,25
2024-08-08,P003,food,607.51,1,77
2024-08-08,P004,cosmetics,972.63,0,8
2024-08-08,P005,food,1090.63,0,39
2024-08-08,P006,food,1323.55,0,17
2024-08-08,P007,household,1040.12,0,32
2024-08-08,P008,household,1167.34,0,18
2024-08-08,P009,household,633.08,0,10
2024-08-08,P010,household,498.25,0,41
2024-08-08,P011,cosmetics,1442.36,0,21
2024-08-08,P012,household,542.49,0,21
2024-08-09,P001,food,1279.15,0,23
2024-08-09,P002,cosmetics,435.41,1,29
2024-08-09,P003,food,612.91,1,93
2024-08-09,P004,cosmetics,987.19,0,9
2024-08-09,P005,food,1076.6,0,44
2024-08-09,P006,food,1325.47,0,15
2024-08-09,P007,household,1027.87,0,34
2024-08-09,P008,household,1178.72,0,30
2024-08-09,P009,household,631.89,0,11
2024-08-09,P010,household,498.47,0,40
2024-08-09,P011,cosmetics,1451.13,0,25
2024-08-09,P012,household,549.9,0,25
2024-08-10,P001,food,1282.94,0,34
2024-08-10,P002,cosmetics,426.59,1,40
2024-08-10,P003,food,604.3,1,71
2024-08-10,P004,cosmetics,990.93,0,28
2024-08-10,P005,food,1072.5,0,39
2024-08-10,P006,food,1313.26,0,19
2024-08-10,P007,household,1039.53,0,28
2024-08-10,P008,household,1172.91,0,28
2024-08-10,P009,household,620.92,0,11
2024-08-10,P010,household,491.17,0,38
2024-08-10,P011,cosmetics,1466.57,0,28
2024-08-10,P012,household,533.92,0,28
2024-08-11,P001,food,1329.76,0,35
2024-08-11,P002,cosmetics,422.26,1,33
2024-08-11,P003,food,601.26,1,70
2024-08-11,P004,cosmetics,965.15,0,22
2024-08-11,P005,food,1093.2,0,37
2024-08-11,P006,food,1311.73,0,16
2024-08-11,P007,household,1054.76,0,29
2024-08-11,P008,household,1168.23,0,35
2024-08-11,P009,household,635.6,0,7
2024-08-11,P010,household,491.02,0,36
2024-08-11,P011,cosmetics,1436.05,0,20
2024-08-11,P012,household,553.54,0,21
2024-08-12,P001,food,1285.27,0,25
2024-08-12,P002,cosmetics,426.2,1,21
2024-08-12,P003,food,618.09,1,79
2024-08-12,P004,cosmetics,982.35,0,17
2024-08-12,P005,food,1105.42,0,24
2024-08-12,P006,food,1332.88,0,14
2024-08-12,P007,household,1038.6,0,25
2024-08-12,P008,household,1170.76,0,31
2024-08-12,P009,household,621.39,0,6
2024-08-12,P010,household,494.76,0,36
2024-08-12,P011,cosmetics,1439.47,0,26
2024-08-12,P012,household,537.51,0,32
2024-08-13,P001,food,1287.76,0,18
2024-08-13,P002,cosmetics,419.94,1,27
2024-08-13,P003,food,608.93,1,93
2024-08-13,P004,cosmetics,1001.46,0,20
2024-08-13,P005,food,1091.2,0,42
2024-08-13,P006,food,1297.24,0,15
2024-08-13,P007,household,1021.76,0,39
2024-08-13,P008,household,1174.81,0,30
2024-08-13,P009,household,624.4,0,8
2024-08-13,P010,household,501.26,0,42
2024-08-13,P011,cosmetics,1464.06,0,27
2024-08-13,P012,household,532.91,0,36
2024-08-14,P001,food,1325.95,0,23
2024-08-14,P002,cosmetics,521.27,0,8
2024-08-14,P003,food,783.45,0,53
2024-08-14,P004,cosmetics,983.37,0,19
2024-08-14,P005,food,1099.2,0,32
2024-08-14,P006,food,1304.27,0,13
2024-08-14,P007,household,1028.06,0,27
2024-08-14,P008,household,1147.89,0,19
2024-08-14,P009,household,630.66,0,16
2024-08-14,P010,household,486.7,0,39
2024-08-14,P011,cosmetics,1467.08,0,23
2024-08-14,P012,household,537.52,0,24
2024-08-15,P001,food,1339.86,0,28
2024-08-15,P002,cosmetics,510.15,0,10
2024-08-15,P003,food,785.28,0,38
2024-08-15,P004,cosmetics,1000.19,0,30
2024-08-15,P005,food,1101.38,0,30
2024-08-15,P006,food,1316.09,0,17
2024-08-15,P007,household,1033.88,0,20
2024-08-15,P008,household,1180.04,0,26
2024-08-15,P009,household,639.07,0,9
2024-08-15,P010,household,493.98,0,29
2024-08-15,P011,cosmetics,1464.36,0,19
2024-08-15,P012,household,534.86,0,17
2024-08-16,P001,food,1286.78,0,25
2024-08-16,P002,cosmetics,516.12,0,15
2024-08-16,P003,food,771.86,0,46
2024-08-16,P004,cosmetics,991.91,0,14
2024-08-16,P005,food,1093.24,0,43
2024-08-16,P006,food,1337.17,0,15
2024-08-16,P007,household,1033.18,0,27
2024-08-16,P008,household,1157.88,0,18
2024-08-16,P009,household,622.9,0,12
2024-08-16,P010,household,502.27,0,37
2024-08-16,P011,cosmetics,1434.01,0,26
2024-08-16,P012,household,541.48,0,18
2024-08-17,P001,food,1297.24,0,26
2024-08-17,P002,cosmetics,519.02,0,24
2024-08-17,P003,food,781.25,0,49
2024-08-17,P004,cosmetics,974.83,0,16
2024-08-17,P005,food,1081.46,0,22
2024-08-17,P006,food,1314.41,0,19
2024-08-17,P007,household,1038.41,0,39
2024-08-17,P008,household,1162.35,0,28
2024-08-17,P009,household,630.14,0,8
2024-08-17,P010,household,489.67,0,28
2024-08-17,P011,cosmetics,1491.77,0,19
2024-08-17,P012,household,530.31,0,31
2024-08-18,P001,food,1306.48,0,33
2024-08-18,P002,cosmetics,515.52,0,15
2024-08-18,P003,food,771.53,0,40
2024-08-18,P004,cosmetics,982.63,0,19
2024-08-18,P005,food,1092.47,0,42
2024-08-18,P006,food,1324.84,0,27
2024-08-18,P007,household,1040.07,0,25
2024-08-18,P008,household,960.17,1,48
2024-08-18,P009,household,630.19,0,9
2024-08-18,P010,household,501.99,0,35
2024-08-18,P011,cosmetics,1447.87,0,30
2024-08-18,P012,household,539.99,0,28
2024-08-19,P001,food,1324.55,0,24
2024-08-19,P002,cosmetics,514.03,0,17
2024-08-19,P003,food,762.33,0,43
2024-08-19,P004,cosmetics,984.24,0,13
2024-08-19,P005,food,1103.5,0,41
2024-08-19,P006,food,1319.72,0,19
2024-08-19,P007,household,1054.78,0,23
2024-08-19,P008,household,956.19,1,39
2024-08-19,P009,household,633.35,0,12
2024-08-19,P010,household,490.18,0,32
2024-08-19,P011,cosmetics,1456.95,0,35
2024-08-19,P012,household,542.8,0,20
2024-08-20,P001,food,1289.19,0,22
2024-08-20,P002,cosmetics,513.6,0,22
2024-08-20,P003,food,777.63,0,52
2024-08-20,P004,cosmetics,976.12,0,4
2024-08-20,P005,food,1096.11,0,34
2024-08-20,P006,food,1336.45,0,22
2024-08-20,P007,household,1036.8,0,18
2024-08-20,P008,household,961.58,1,33
2024-08-20,P009,household,636.66,0,12
2024-08-20,P010,household,491.23,0,36
2024-08-20,P011,cosmetics,1450.43,0,27
2024-08-20,P012,household,547.22,0,27
2024-08-21,P001,food,1298.84,0,17
2024-08-21,P002,cosmetics,513.26,0,13
2024-08-21,P003,food,610.66,1,85
2024-08-21,P004,cosmetics,975.95,0,19
2024-08-21,P005,food,1098.49,0,40
2024-08-21,P006,food,1298.44,0,9
2024-08-21,P007,household,1024.89,0,24
2024-08-21,P008,household,958.27,1,40
2024-08-21,P009,household,556.87,1,18
2024-08-21,P010,household,495.05,0,40
2024-08-21,P011,cosmetics,1182.12,1,36
2024-08-21,P012,household,542.89,0,21
2024-08-22,P001,food,1312.16,0,29
2024-08-22,P002,cosmetics,510.59,0,9
2024-08-22,P003,food,610.85,1,84
2024-08-22,P004,cosmetics,1000.36,0,16
2024-08-22,P005,food,1085.29,0,45
2024-08-22,P006,food,1329.06,0,20
2024-08-22,P007,household,1048.8,0,23
2024-08-22,P008,household,954.15,1,36
2024-08-22,P009,household,564.79,1,13
2024-08-22,P010,household,505.06,0,27
2024-08-22,P011,cosmetics,1171.88,1,34
2024-08-22,P012,household,546.89,0,22
2024-08-23,P001,food,1307.7,0,20
2024-08-23,P002,cosmetics,511.24,0,12
2024-08-23,P003,food,625.67,1,83
2024-08-23,P004,cosmetics,975.88,0,21
2024-08-23,P005,food,1088.13,0,28
2024-08-23,P006,food,1316.73,0,18
2024-08-23,P007,household,901.78,1,42
2024-08-23,P008,household,971.54,1,37
2024-08-23,P009,household,566.57,1,20
2024-08-23,P010,household,492.6,0,35
2024-08-23,P011,cosmetics,1161.44,1,34
